0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
0    0    0
-766 132  709
-751 249  659
-714 314  630
-709 244  623
-707 230  659
-704 202  748
-714 219  728
-722 239  710
-744 116  612
-753 -49  570
-748 -279 527
-668 -664 592
-601 -635 609
-509 -559 606
-286 -162 536
-255 -144 495
-209 -85  495
6    416  698
-33  304  1117
-82  405  1480
-198 1008 1908
-229 990  1743
-234 934  1453
-126 838  896
-78  792  911
-27  741  918
114  734  960
135  613  959
152  426  1015
106  -116 1110
63   -314 1129
-12  -486 1179
-118 -656 1510
-116 -558 1553
-126 -361 1367
-222 -76  922
-210 -26  971
-194 50   1053
-178 72   1082
-169 100  1073
-162 133  1050
-156 226  976
-154 323  886
-130 240  1154
-116 124  916
-132 124  937
-153 115  981
-184 94   962
-177 85   1017
-173 92   1027
-168 158  1110
-181 101  1030
-180 139  1054
-152 10   1044
-169 74   1007
